MemberCommentId,PreProcessedBody
D491D876-130D-4215-892A-06429A71D5D4,استیک توی ظرف چدنی بصورت داغ داغ سرو میشه دروچین پوره سیب زمینی مخلفات خوشمزش رستوران کاملا خانوادگی بنظر همه افراد مشتریان قدیمی ان سالاد بصورت همه چی درسته هست انگار کاهو برش سوپ خوب نیس روزهای شلوغ اصلا توصیه نمیشه ساعتی نوبت هستین نمی ارزه واقعا دکوراسیون ویژه‌ای نداره همه میزها هستند ایام شلوغی همهمه زیادی هست ارزش یکبار امتخان حوالی مطهری تختی باشید
FE0583BB-30AE-4743-B292-002B543FE3B4,دوبار رفتیم رستوران هردوبار رفتار کادر رستوران فوق‌العاده بد بود انگار زور کار دارند می‌کنند استیکش متوسط بود پیتزا رستبیف خیلی بد بود اصل خمیر رستبیف بود
D91DC992-3578-4E04-B69A-0F1836E73A55,یکبار امتحان کردن بد نیست میرزاقاسمی خوبی داشت کباب ترشش واقعا قابل قیاس کباب‌‌های گیلان نیست حجم کبابش کم‌تر توقع بود نرم نبود رفتار پرسنل مودبانه خوب بود
543B312D-C0F3-4115-A73D-0F696B3BEC27,کیفیت غذا‌ها نسبت قیمت خیلی خاص نبود کیفیت خوب بود قیمت می‌سنجیدی خیلی ویژه می‌بود نبود دیزاین خیلی پرفکت نبود برخورد پرسنلش خوب بود فقط سریع می‌خواستند میز هی جمع کنند
339A6C8B-AAEC-4868-92CA-0ED1298CA1E8,گران گران اصلا نمی‌ارزد نوید صد دفعه رفتم بهتر جردن دور البرز گذشته چاره‌ای می‌اندیشید حرف اولا می‌زد عرض تاسف بگویم پیشنهاد نمی‌دهم ممنون سایت فیدیلیو
72C131BD-239B-41B5-98BA-053E527DDC78,سه دوستام شام رفتیم دیم روبروش ساختمان هست پارکینگ هست می‌شود استفاده کرد دغدغه‌ای جاپارک شلوغی خیابون‌های اطراف نمی‌گذارد رستوران وارد شدیم طبقه پایین مهماندار نشسته بود بالا سر میزمان همراهی کرد طبقه بالا فقط رستوران هست طبقه پایین اداری مدیریتش باشد ظبقه بالا دو قسمت دارد قسمت کشیدن سیگار غلیون هست ریلی دو قسمت کاملا جدا شدن الکام نوشیدنی آوردند طعم خوبی داشت مقدارش متناسب بود غذا چون تعریف ریبای استیکش خیلی شنیده بودیم دو ریبای استیک سفارش دادیم دو پاستا ریبون فیل هست استیک سفارش دادیم پیش غذا کیش اسفناج سالاد سزار سفارش دادیم نوشیدینی دو کاکا گریند کول گریند شاین
BD966065-F6D9-4DEA-8C31-053EA5BEFB65,غذایش خیلی کوچیک کم هست نسبت قبل کیفیتش افت کرده قیمتش مناسب هست برخورد پرسنل خوب هست جای پارکش بده
7BD7F926-379D-4A68-86AA-0547480237D3,استیک سنگی‌ خوب هست واقعا سروش متفاوت هست برنج پیتزا هیچ عنوان خوب نیستا برنج شفته پنیر پیتزا سوخته بود
1ABFC291-B977-48AE-9A2B-09EB3EFA6E0E,نظر قبل هستیم می‌گیرم چون دفعه بعدی رفتیم سرویس‌دهی کند بد بود قهوه اصلا خوب نبود نظرم جز فضای قشنگش ارزشمند دیگه‌ای ندارد
BFBE86DD-4AAF-468B-8637-05CF3C32E1B8,خیلی ذاعقه ایرانی نزدیک هست غذا‌هایش اصلا پر ادویه تند نیست بیشتر غذای ایرانی نزدیک هندی
11D1B010-B847-4DFC-8935-007174DDD5A7,پاستا مکزیک ژوانی پاسدار‌ها هستند
A7D9F0CC-4F16-4EAC-B85E-0F0FFFA68B8B,غذا‌ها درحد متوسط روا خوب نسبت بسیار گران قیمت‌های نامتعارف
6046BD3E-3A61-4F54-9D7B-0A828087599F,قیمت نسبت قبل افزایش پیدا کرده دیزی نظر کمی زیاد هست جمعی رفتید اهل خوردن دیزی نبود امکان سفارش کباب منوی رستوران سماق هست
1CC9387B-CD39-4A13-A024-00BC6D5B8AD2,سلام همه دوستان شنبه شب رفتیم میخوش فردوس پیتزا مخصوص سالاد سزار سفارش دادیم پیتزا خمیر بود واقعا فوق بد بی‌کیفیت بود همیشه کالباس بی‌کیفیت نبخته بود سالاد سزار کاملا معمولی بود سرویس‌دهی ضعیف بود خدمه غیر حرفه‌ای اصلا گرفتن سفارش نمی‌آیند سر میز سفارش دیر آوردند سر صداهم زیاد
FED8EB05-AA47-447E-A658-0144BC61427F,فضا محیط زیبا کیفیت غذای نسبتا مناسب سرویس‌دهی بسیار بسیار ضعیف گارسون‌های بسیار بی‌تجربه
7DD42A73-32DA-4A9E-B313-01659E80ED35,خیلی غذای معمولی دارد وقیمت‌هاش نسبتبه چیزی آرایه می‌شود گران هست بوریتو شمال عالی افتضاح فقط پول دیزاین می‌گیرد سالاد باسس مایونز بد مزه همیشه سالاد سزار بایه سس مخصوص سرو می‌شود پیتزا فقط فلفل دلمه‌ای رنگارنگ بود همین
